City,Industry,Average_Salary
"Omaha Metro","Education (Higher Education)",40170.0000
Onaha,Insurance,83000.0000
Onley,Nonprofits,26000.0000
Ontario,Administration,42000.0000
Ontario,Computing/Tech,70000.0000
Ontario,"Education (Higher Education)",92024.5000
Ontario,"Education (Primary/Secondary)",38500.0000
Ontario,"Engineering or Manufacturing",104000.0000
Ontario,"Government and Public Administration",48000.0000
Ontario,"Marketing, Advertising & PR",70000.0000
Ontario,"Oil and Gas",140000.0000
"Ontario ","Education (Higher Education)",90000.0000
"Ontario ","Transport or Logistics",38000.0000
Opelika,"Accounting, Banking & Finance",31200.0000
Opelika,"Education (Higher Education)",74554.0000
Orange,"Accounting, Banking & Finance",140000.0000
Orange,"Agriculture or Forestry",122000.0000
Orange,Computing/Tech,73500.0000
Orange,"Education (Higher Education)",52232.2500
Orange,"Education (Primary/Secondary)",69250.0000
Orange,"Engineering or Manufacturing",116000.0000
Orange,"Government and Public Administration",116000.0000
Orange,"Health care",42200.0000
Orange,Law,82500.0000
Orange,"Marketing, Advertising & PR",60975.0000
Orange,"Media & Digital",110000.0000
Orange,Nonprofits,72000.0000
Orange,Recruitment,42000.0000
Orange,Retail,30000.0000
Orange,"Social Work",70000.0000
"Orange ",Labour,98000.0000
"Orange ",Retail,88000.0000
"Orange ","Social Work",99000.0000
"Orange Park","Education (Primary/Secondary)",46000.0000
"Orange park","Health care",37000.0000
Orangevale,"Education (Primary/Secondary)",83000.0000
Oregon,"Education (Primary/Secondary)",52000.0000
Oregon,"Property or Construction",41600.0000
Orem,Computing/Tech,111333.3333
Orem,"Education (Higher Education)",48225.0000
Orem,"Education (Primary/Secondary)",71850.0000
Orem,"Engineering or Manufacturing",70691.0000
Orem,"Marketing, Advertising & PR",40000.0000
Orillia,Retail,23000.0000
Orkney,"Leisure, Sport & Tourism",32000.0000
Orlando,"Accounting, Banking & Finance",91009.0909
Orlando,Architecture,60000.0000
Orlando,"Art & Design",31200.0000
Orlando,"Benefits Administration",89000.0000
Orlando,"Business or Consulting",75424.0000
Orlando,"Clean energy",42000.0000
Orlando,Computing/Tech,109855.5556
Orlando,"Corporate sustainability ",103000.0000
Orlando,"Education (Higher Education)",62289.5000
Orlando,"Education (Primary/Secondary)",53900.0000
Orlando,"Engineering or Manufacturing",82333.3333
Orlando,Entertainment,94000.0000
Orlando,"Government and Public Administration",27288.0000
Orlando,"Government Contractor",61442.0000
orlando,"Health care",63600.0000
Orlando,"Hospitality & Events",60750.0000
Orlando,Law,110000.0000
Orlando,"Marketing, Advertising & PR",49500.0000
orlando,"Media & Digital",48000.0000
Orlando,Mining,84500.0000
Orlando,Nonprofits,65359.0000
Orlando,"Property or Construction",81090.0000
Orlando,Retail,52000.0000
Orlando,Sales,160000.0000
Orlando,"Social Work",34000.0000
Orlando,"Transport or Logistics",120000.0000
Orlando,"Utilities & Telecommunications",75800.0000
"Orlando ","Accounting, Banking & Finance",37000.0000
"Orlando ","Business or Consulting",19583.0000
"Orlando ",Computing/Tech,65000.0000
"Orlando ","Defense Contractor ",71000.0000
"Orlando ","Education (Higher Education)",53000.0000
"Orlando ","Hospitality & Events",50000.0000
"Orlando ","Leisure, Sport & Tourism",51000.0000
"Orlando ","Social Work",65000.0000
"Orlando ",Unknown,67000.0000
Orleans,"Government and Public Administration",45000.0000
"Ormond Beach","Health care",68000.0000
Orono,"Education (Higher Education)",42000.0000
Osaka,"Education (Higher Education)",41600.0000
"Osaka ","Education (Higher Education)",41600.0000
Osceola,"Engineering or Manufacturing",120000.0000
"Oshawa ","Hospitality & Events",55000.0000
Oshkosh,"Art & Design",41891.0000
Oshkosh,"Education (Higher Education)",44000.0000
Oshkosh,Sales,24900.0000
Oswego,Administration,35360.0000
Other,"Accounting, Banking & Finance",55000.0000
Other,Computing/Tech,97000.0000
Other,Law,125000.0000
Ottawa,"Accounting, Banking & Finance",78875.0000
Ottawa,"Art & Design",52660.0000
Ottawa,"Business or Consulting",80833.3333
Ottawa,Communications,49000.0000
Ottawa,Computing/Tech,97832.8421
Ottawa,"Education (Higher Education)",89600.0000
Ottawa,"Education (Primary/Secondary)",67199.6667
Ottawa,"Engineering or Manufacturing",91750.0000
Ottawa,Entertainment,70000.0000
Ottawa,"Government and Public Administration",94790.9833
Ottawa,"Health care",88062.5000
Ottawa,"Hospitality & Events",45000.0000
Ottawa,"In-House Marketing",72000.0000
Ottawa,Law,107500.0000
Ottawa,"Leisure, Sport & Tourism",50000.0000
Ottawa,Lobbying,80000.0000
Ottawa,"Marketing, Advertising & PR",130666.6667
Ottawa,"Media & Digital",109000.0000
Ottawa,Nonprofits,65194.8333
Ottawa,"Property or Construction",69682.1429
Ottawa,Restaurant,31200.0000
Ottawa,"Social Work",100000.0000
Ottawa,"Tabletop Gaming",44850.0000
Ottawa,"Transport or Logistics",109000.0000
Ottawa,"Utilities & Telecommunications",120000.0000
"Ottawa ","Education (Primary/Secondary)",82500.0000
"Ottawa ","Government and Public Administration",101835.0000
Ottoville,Recruitment,75000.0000
"Outer Island","Law Enforcement & Security",40000.0000
"Overland Park","Accounting, Banking & Finance",96000.0000
"Overland Park","Business or Consulting",78000.0000
"Overland Park",Counselling,40000.0000
"Overland Park","Education (Higher Education)",25139.0000
"Overland Park","Engineering or Manufacturing",78138.5000
"Overland Park","Government and Public Administration",90000.0000
"Overland Park","Health care",56120.0000
"Overland Park",Insurance,79055.0000
"Overland Park","Marketing, Advertising & PR",40000.0000
"Overland Park","Utilities & Telecommunications",90500.0000
"Overland Park ","Accounting, Banking & Finance",70000.0000
"Overland Park ",Computing/Tech,100000.0000
"Overland Park ","Engineering or Manufacturing",113000.0000
"Owen Sound",Retail,60000.0000
Owensboro,"Education (Higher Education)",38500.0000
Owensboro,"Health care",86000.0000
"Owings Mills","Accounting, Banking & Finance",108000.0000
"Owings Mills",Nonprofits,42000.0000
"Owings Mills","Public Library",61951.0000
Oxford,"Art & Design",35000.0000
Oxford,Biology,36364.0000
Oxford,"Business or Consulting",43000.0000
Oxford,Computing/Tech,58881.5000
Oxford,"Education (Higher Education)",45298.1538
Oxford,"Engineering or Manufacturing",44666.6667
Oxford,"Health care",54000.0000
Oxford,"Marketing, Advertising & PR",36750.0000
Oxford,"Media & Digital",31000.0000
Oxford,Publishing,27000.0000
Oxford,Recruitment,55000.0000
Oxford,Research,37997.5000
Oxford,"Science ",38996.0000
Oxford,"Staffing agency",51950.0000
"Oxford ",Computing/Tech,46000.0000
"Oxford ","Media & Digital",36000.0000
"Oxford ","Transport or Logistics",26168.0000
Oxfordshire,"Media & Digital",24000.0000
"Oxfordshire ","Engineering or Manufacturing",34000.0000
Oxnard,"Health care",112000.0000
Pacifica,"Health care",67000.0000
Paducah,Computing/Tech,110000.0000
Paducah,Law,34840.0000
Palatine,"Property or Construction",69333.0000
Palermo,Nonprofits,17076.0000
"Palm Beach","Leisure, Sport & Tourism",80000.0000
"Palm Beach","Property or Construction",45760.0000
"Palm Coast","Accounting, Banking & Finance",45000.0000
"Palm Springs","Accounting, Banking & Finance",90000.0000
"Palm Springs",Computing/Tech,60000.0000
"Palm Springs","Hospitality & Events",73000.0000
"Palm Springs","Utilities & Telecommunications",160000.0000
"Palma de mallorca","Marketing, Advertising & PR",18000.0000
Palmdale,"Engineering or Manufacturing",117000.0000
Palmyra,"Education (Primary/Secondary)",38660.0000
"Palo Alto",Computing/Tech,126906.2500
"Palo Alto","Defense Contractor",148000.0000
"Palo Alto","Education (Higher Education)",96000.0000
"Palo Alto","Education (Primary/Secondary)",130000.0000
"Palo Alto","Engineering or Manufacturing",85000.0000
"Palo Alto",Entertainment,150000.0000
"Palo Alto","Government and Public Administration",52000.0000
"Palo Alto","Health care",115000.0000
"Palo Alto",Law,90000.0000
"Palo Alto","Marketing, Advertising & PR",72000.0000
"Palo Alto","Religious institute",62400.0000
"Palo Alto",Unknown,36000.0000
"Panama City Beach ",Sales,72000.0000
Panhandle,"Business or Consulting",75000.0000
Panhandle,Nonprofits,82000.0000
"Panther Junction ","Hospitality & Events",22880.0000
Paragould,"Education (Primary/Secondary)",61500.0000
Paramus,"Health care",62000.0000
Paramus,"Marketing, Advertising & PR",40000.0000
Paris,"Accounting, Banking & Finance",29818.5000
Paris,"Business or Consulting",49320.0000
Paris,Computing/Tech,59575.7143
Paris,"Education (Higher Education)",49000.0000
Paris,"Education (Primary/Secondary)",28000.0000
Paris,"Engineering or Manufacturing",77500.0000
Paris,Entertainment,59000.0000
Paris,Food,47000.0000
Paris,"Government and Public Administration",48500.0000
Paris,Insurance,60000.0000
Paris,"Marketing, Advertising & PR",27500.0000
Paris,"Media & Digital",56500.0000
Paris,"Social Work",24000.0000
"Paris ","Government and Public Administration",70000.0000
"Park City",Computing/Tech,100000.0000
Parker,"Health care",75000.0000
"Parkersburg ","Engineering or Manufacturing",78500.0000
"Parkersburg ","Health care",51500.0000
Parma,"Agriculture or Forestry",45760.0000
"Parry Sound","Utilities & Telecommunications",75000.0000
Parsippany,"Accounting, Banking & Finance",40000.0000
Parsippany,"Business or Consulting",70000.0000
Parsippany,"Health care",38000.0000
Parsippany,"Marketing, Advertising & PR",95000.0000
Parsippany,Recruitment,90762.0000
"Parsippany ","Consumer Goods",103000.0000
"Parsippany ","Engineering or Manufacturing",42000.0000
"Parsippany ",Recruitment,80000.0000
"Parsippany ",Retail,69500.0000
Pasadena,"Accounting, Banking & Finance",62400.0000
Pasadena,"Aerospace and Defense",99000.0000
Pasadena,Computing/Tech,125000.0000
Pasadena,"Education (Higher Education)",45000.0000
Pasadena,"Education (Primary/Secondary)",52000.0000
Pasadena,"Engineering or Manufacturing",134333.3333
Pasadena,"Health care",85333.3333
Pasadena,Nonprofits,69000.0000
Pasadena,Retail,23400.0000
Pascagoula,"Engineering or Manufacturing",120000.0000
Pasco,"Education (Primary/Secondary)",83200.0000
"Pasific city","Hospitality & Events",26000.0000
"Paso Robles","Agriculture or Forestry",95600.0000
"Paso Robles","Engineering or Manufacturing",37000.0000
Passaic,Law,100000.0000
Passaic,"Social Work",55000.0000
Passau,"Education (Higher Education)",60883.0000
Patchogue,"Education (Primary/Secondary)",43035.0000
Paterson,"Health care",80000.0000
Paterson,"Social Work",33000.0000
"Paterson ",Nonprofits,37000.0000
Paulding,Nonprofits,41000.0000
"Pawtucket ","Marketing, Advertising & PR",52000.0000
Peabody,Computing/Tech,120000.0000
Peabody,"Engineering or Manufacturing",92500.0000
"Peace River","Government and Public Administration",81000.0000
"Pearisburg ","Education (Primary/Secondary)",69000.0000
"Pearl City","Mental health",30000.0000
Pelham,"Library ",55000.0000
Pembroke,"Education (Higher Education)",70000.0000
Pembroke,"Research and Development",58000.0000
Pendleton,"Education (Higher Education)",53000.0000
Pensacola,"Accounting, Banking & Finance",65000.0000
Pensacola,"Education (Primary/Secondary)",46000.0000
Pensacola,"Engineering or Manufacturing",108000.0000
Pensacola,"Government and Public Administration",85000.0000
Pensacola,"Health care",60000.0000
pensacola,Mortgage,49000.0000
Pensacola,Nonprofits,64500.0000
Pensacola,Retail,60000.0000
Pensacola,"Social Work",37814.0000
"Pensacola ","Education (Higher Education)",62000.0000
"Pensacola ","Government and Public Administration",60000.0000
"Pensacola ","Health care",115000.0000
"Pensacola ",Law,33600.0000
"Pensacola ",Pharmaceutical,138000.0000
"Pensacola ",Sales,62500.0000
Penticton,"Education (Higher Education)",39000.0000
Peoria,"Accounting, Banking & Finance",98800.0000
Peoria,"Education (Higher Education)",57375.0000
Peoria,"Education (Primary/Secondary)",68000.0000
Peoria,"Engineering or Manufacturing",93750.0000
Peoria,"Government and Public Administration",130000.0000
Peoria,Retail,34000.0000
Peoria,"Social Work",56700.0000
Perrysburg,Computing/Tech,155000.0000
Perrysburg,"Engineering or Manufacturing",42000.0000
Perrysburg,Recruitment,44000.0000
Perth,"Accounting, Banking & Finance",50000.0000
Perth,"Agriculture or Forestry",91800.0000
Perth,"Art & Design",44000.0000
Perth,"Disability services ",42000.0000
Perth,"Education (Higher Education)",109000.0000
Perth,"Engineering or Manufacturing",116600.0000
Perth,"Environmental Consulting",70000.0000
Perth,"Government and Public Administration",85500.0000
Perth,"Health care",105450.0000
Perth,Insurance,75619.0000
Perth,Law,82000.0000
Perth,"Marketing, Advertising & PR",72000.0000
Perth,Mining,138000.0000
Perth,"Oil and Gas",142100.0000
Perth,"Property or Construction",65000.0000
Perth,Retail,19760.0000
Perth,"Social Work",76405.0000
Perth,Surveying,85000.0000
Perth,"Transport or Logistics",120365.0000
Perth,Unknown,60000.0000
"Perth ","Accounting, Banking & Finance",120000.0000
"Perth ",Computing/Tech,110000.0000
"Perth ","Transport or Logistics",52000.0000
"Petaling Jaya",Security,36000.0000
Petaluma,Nonprofits,56160.0000
Petaluma,Recruitment,54080.0000
Petaluma,Sales,62000.0000
Peterborough,"Marketing, Advertising & PR",40750.0000
Peterborough,Nonprofits,40500.0000
"Peterborough ",Warehousing,19500.0000
Peterlee,"Government and Public Administration",20137.0000
Petoskey,"Education (Higher Education)",79480.0000
Philadelphia,"Accounting, Banking & Finance",83211.1111
Philadelphia,"Art & Design",78683.3333
Philadelphia,"Biomedical Research",31500.0000
Philadelphia,Biopharm,150000.0000
Philadelphia,Biotech,72000.0000
Philadelphia,"Business or Consulting",112685.7143
Philadelphia,Computing/Tech,103935.1852
Philadelphia,"Education (Higher Education)",70286.5122
Philadelphia,"Education (Other)",63000.0000
Philadelphia,"Education (Primary/Secondary)",66164.5000
Philadelphia,"Engineering or Manufacturing",85836.5333
Philadelphia,"Government and Public Administration",78539.1667
Philadelphia,"Health care",93541.7500
Philadelphia,"Historic Preservation",75000.0000
Philadelphia,Insurance,103504.1667
Philadelphia,Law,104683.3333
Philadelphia,"Leisure, Sport & Tourism",57150.0000
Philadelphia,Library,69850.0000
Philadelphia,"Life Science",50000.0000
Philadelphia,"Marketing, Advertising & PR",80605.2632
Philadelphia,"Media & Digital",75038.4000
Philadelphia,Medical,105000.0000
Philadelphia,Nonprofits,60026.5526
Philadelphia,Pharmaceutical,107000.0000
Philadelphia,"Property or Construction",71000.0000
Philadelphia,Publishing,57225.0000
Philadelphia,Recruitment,79000.0000
Philadelphia,Research,63000.0000
Philadelphia,"Research and Development",72000.0000
Philadelphia,Retail,54916.6667
Philadelphia,"Social Work",51450.0000
Philadelphia,"Transport or Logistics",73625.0000
Philadelphia,"University research",43000.0000
Philadelphia,"Utilities & Telecommunications",83666.6667
Philadelphia,Work-Study,16000.0000
"Philadelphia ","Accounting, Banking & Finance",84500.0000
"Philadelphia ","Art & Design",80000.0000
"Philadelphia ","Business or Consulting",105225.0000
"Philadelphia ",Computing/Tech,109277.7778
"Philadelphia ","Education (Higher Education)",71388.8889
"Philadelphia ","Education (Primary/Secondary)",73229.6667
"Philadelphia ","Engineering or Manufacturing",118100.0000
"Philadelphia ",Facilities,65000.0000
"Philadelphia ",Food,22880.0000
"Philadelphia ","Government and Public Administration",88226.6667
"Philadelphia ","Health care",75177.8000
"Philadelphia ",Insurance,87583.5000
"Philadelphia ",Law,91000.0000
"Philadelphia ",Manufacturing,68000.0000
